comment,score
ผมว่าเรื่องแบบนี้มันมีอยู่ในทุกหน่วยงานของรัฐ เป็นเศษขยะที่น่ารังเกียจอย่างยิ่ง บางแห่งก็แก้ไขและพัฒนาไปแล้ว จะลองไปดูที่นี่ก่อน. ว่าจะมีการแก้ไขไหม.,3
พยาบาลห้องคลอดแม่งพูดมาได้ที่นี่โรงบาลนะไม่ใช่โรงแรมปากมดลูกก้อเปิด3เซนแร้วยังไล่กับบ้าน,1
ยังค้นหาไม่ดีเท่าไหร่เนตช้าเหลือเกินต้องปรับปรุงเครือข่ายใหม่,5
ไปรอฝากครรภ์ 3 วันแหละ ยังไม่ได้ฝากเรย เต็มทุกวัน แร้วเมื่อไรจะได้ฝากสักทีล่ะ,2
ใช้บริการที่ห้อง 624 ฝั่งตะวันออก ขอชมพยาบาลและ เจ้าหน้าที่ทุกคนเยี่ยมมาก,4
ห่วย,1
เชื่อป่ะว่าไม่เคยเจอโรงบาลที่ไหนห่วยมากเท่าที่นี้มากก่อนทุกคนในโรงพยาบาลพุดขาหมาไม่แดกเดินเข้าชื้อของถามว่าพี่ค่ะหมากฝรั่งยุตรงไหน..เราถามดีๆตอบมาว่าเลยมาแล้วไม่เห้นห รอ.....ถ้าเห้นจะถามไหม....เดินขึ้นไปเยี่ยมตาชั้น5เจอพยาบาลกพลังด่าคนไข้ด่าแบบว่าไม่พอใจก้ย้ายไปโรงบาลอื่นเลยด่าไปด่ามาตบหน้าอกคนไข้สะงั้น....ญาติเตียงข้างๆก้บอกว่าคุณพยาบาลทำไม่ถุกนะค่ะ...พยาบาลตอบมาว่ามึงจะทำไมท้าญาติคนไข้ตบชะงั้น.....งงด่ากับญาติคนไข้กุมึงเลวโครต.....ยังไม่จบนะพอดีตาย้ายมาห้องพิเศษเราก้ขนของตามมาห้องพิเศษมาถึงตาปวดชี่ไปขอกระบอกชี่ถามว่าพึ่งมาจะชี่เลยหรางงกับโรงบาลนี่จริงๆว่าทำไมไน้มารยาทสิ้นดี,1
พยาบาลบริการไม่ดีพูดจาก็ไม่ดีช้าอืดแต่เก่งเรื่องนึงคือคุยกันคนป่วยมาไม่สนใจจะเป็นจะตายไม่สนใจไปดึกๆมีการพูดประชดด้วยถ้าเขาสบายดีเขาคงไม่ไปหาหมอหรอกและถ้าเลือกได้คนส่วนใหญ่คงไม่เข้าโรงพยาบาลนี้เพราะเข้าไปแล้วเสียความรู้สึก,1
มารักษาที่ รพ.สิรินธร วัที่ 14/9/2559 ประกันสังคมชั้น 2 คุณหมอพูดจาห้วนมาก นั่งตวจยังไม่ถึง 3 นาทีเรย แทบจะไม่ถามไรมากเรย ดิฉันถามว่าอาการมึนหัวจะเกี่ยวกับไขมันในโลหิตไหม คุณหมอตอบว่า ต้องหาเวลามาตวจสุขภาพเอง ตอบแบบไม่สนใจคนไข้เลยขอเสนอแนะ น่าจะปรบปรุงหน่อยนะคะ แบบนี้ย้ายโรงพยาบาลดีกว่า ก่อนหน้านี้ใช้สิทธิบัตรทองมาตลอดค่ะ เจอแต่หมอดีๆ เอาใจใส่ พูดจาก็ดี แต่พอมาตรววันนี้ เสียความรู้สึกมากกะหมอ ไม่พอใจกับการรับบริการคะ เสียเวลามาหาหมอจิงๆ,1
อยู่มีนบุรี จะไป รพ.นั่งรถเมล์สายอะไรไปคะ,5
บริการผู้ป่วยดีมากๆๆ...,5
ส่วนไหญ่ดี ส่วนไม่ดีก็มี ถ้าแก่ไขได้จะดีมาก,3
วันนี้ไปหาหมอฟันมาเเละคือ น้าทีทำงานทีนั้นเจ้าเอาบัตรเตรีมยืนให้หมดเเร้วเราไปเข้าห้องน้ำมาไง ทีนี้ เดินไปตงที่เขายืนบัตรไปบอกผู้ช่วยหมอ. เราบอกมียาติมายื่นบัตรให้เเล้ว ได้คิวที่3 เเม่งยังไม่หาเหียไรเลยตอบเเหล่ะไม่มี บอกให้หาเเม่งก็บอกไม่มีอย่างเดียสทนี้เราก็ออกมานั่งรอให้ยาติมาเครี่ยพอดีพี่สาวเรารุ้จักกะหมอ หมอเลยไปดูให้ สุดท้าย ยังไง!!! มี อยุ่คิว3อย่างทีเราบอกเลย เป้นไงหน้าเเตกเลยสิคะคุน พยาบาล #ควรพูดดีๆกว่านี้ มารยาทดีๆหน่อยมาใช่บริการนะคะไม่ใช่ขอทาน ฝากไว่เเค่เนี่ย อารมณ์เสียยยย,1
หมอและพยาบาลที่นี่บริการห่วยแตกมากๆ,1
ทำไมปล่อยใช้ผู้ช่วยพยาบาลไลน์มารยกวนคนอื่นล่ะ ในเวลางานเค้าไม่ทำงานกันหรอครับ,4
ดีๆๆ,3
สถานที่กว้างใหญ่ แพทย์พยาบาลดี ดนตรีก็ไพเราะ,3
คือมีธุระคะโทรไปที่โรงบาลไม่มีใครรับเลย โทรเป็นสิบๆสาย ไม่มีใครว่างรับสายเลยหรอ ปรับปรุงด่วนคะ,1
ให้บริการดีมากค่ะ...เพราะอะไรเหรอ พี่สาวใช้บัตรทองในการรักษาผ่าตัอ เคทใหญ่ ทาง รพ.ส่งตัวไปเลิศสินทุกครั้งที่ไปขอใบส่งตัว ทุกอย่างเป็นระบบดีมาก มีบ้างที่บกพร่อง...แต่โดยรวมดีมากค่ะ..นี่คือสิทธิ์บัตรทองนะคะ..ให้บริการดีมากๆขอชมเชย รู้ได้อย่างไรว่าดี เพราะเป็นคนทำด้วยตัวเองทุกครั้งเพราะพี่สาวเดินไม่ได้แล้ว...ยอดเยี่ยมค่ะ........,5
โรงพยาบาลก้อดีน่ะ แต่หมอ(บางคนไม่ดีเรย)แค่บางคนเท่านั้น พูดจากวนตีนแบบภาษาหมอบาง เหน็บแหนมบาง. คือต้องการอะไร. รักษาก้อนานแร้วอดทนตลอด คือผิดที่เลือกประกันสังคมที่นี่ ต่อให้ไม่ใช้ประกันสังคมก้อมีเงินรักษา หมอดูถูกคนไข้ขนาดนี้ไม่ทราบว่าไม่ได้รับการอบรมมาเหรอค่ะ.,2
บัต30บาทก็ดี่แต่ต้อง รอแพทย์ นานมาก(เฉพาะแพทย์นัทก็ต้องรอ)ผมคิดว่าดี่คับ,5
เป็นสถานที่เกิดลูกชายครับประทับใจมากคับ,5
ในแพนกอายุรกรรมหญิงนางพยาบาลพูดจาไม่ค่อยดีเลย,1
#ฝากถึงหมอแผนกเด็ก #ว่าคุณทำงานกันห่วยแตกมาก #ลูกชั้ลไปหาหมอด้วยไข้สูงยังไม่ทันตรวจและเช็คอะไรเลยแต่คุณบอกว่าลูกชั้นเป็นไข้หวัดธรรมดา #วันนี้ชั้ลพาลูกชั้ลไปโรงพยาบาลเด็กลูกชั้ลเป็นไข้หวัดใหญ่สายพันธ์A #มันหมายความว่าไงทำงานกันทุเรศมาก #จรรยาบรรณความเป็นหมอหายไปไหนหมดนึกจะวินิจฉัยยังไงก็ได้ยังงั้นหรอ #หมอโคตรห่วยกล้าจะค้านอะไรมั้ยล่ะ,1
มีใครคลอดที่นี่แล้ว2-3วันได้กลับบ้านบ้างคะ ขอเราต้องมาเฝ้าลูกฉีดยา7วัน เห็นคุณแม่คลอดใหม่โดนกันเกือบทุกคน,4
พนักงานนเเย่มาก ทางเข้าห้องฉุกเฉิน พุดคุยยกันนเสียงดังเกินนไปค้ะ นั่งจับกลุ่มคุยกันน แย่จริงง,3
ดีคับ,4
บริการดีมากๆจริงๆครับผมใช้บริหารอยู่,5
เคยพาไปหาหมอท้องเสียไม่หายแต่หมอให้กลับบ้านได้,5
ใช้บริการตลอด,5
ดี,5
ช้ามากคะนัดทำฝันเป้นปีแล้วยังไม่ถึวคิวเลยคะ,1
เคยมารักษาผ่าตัดไส้ติ่งจากคนที่เคยพูดได้ดียิ้มได้แต่ทุกวันนี้กับยิ้มไม่ได้มันไม่ปกติน่ะแถมหมอยังพูดไม่สุภาพไม่มีความเป่นหมอเลย จำชื่อได้แม่น,2
โทรศัพท์ของรพ.ไม่ทราบว่าไม่มีใครว่างรับสายเลยครับ โทรเป็นเดือนก็ไม่มีใครรับ อย่ามีเลยเบอร์โทร พอโทรวันหยุดมีคนรับ แต่ไม่สามารถตอบคำถามได้ ให้โทรวันเเละเวลาราชการ พอโทรก็เงียบ แย่สุดๆ,1
แพทย์ให้การรักษาอย่างดี แต่พนักงานในโรงพยาบาลโคตรห่วย,4
ได้ไปเยี่ยมมารดาที่ป่วย อยู่แผนกอายุรกรรมชั้น 5 มีคนไข้ป่วยมานอนรักษามาก หมอหนึ่งคนต้องรับผิดชอบคนไข้เป็นสิบ พยาบาลและผู้ช่วยก็งานมากแต่ก็ปฏิบัติหน้าที่ได้ดี ขอให้ 4 ดาว,4
พยาบาลส่วนใหญ่เห็นเด็กใช้สิทธิ30บาท พูดจาได้สุนัขไม่รับประทานมากค่ะ ถ้ารวยคงไม่ไปโรงบาลนี้แน่,1
ก็ดีนะแต่เสียอย่างเดียวหมอน้อยไปหน่อย,5
ก็ใช่ใด้นะ,3
โรงบาลนี้เหี้ยมากน้องกูจะคลอดปากมดลูกเปิด3เซนแร้วแม้งยังไล่น้องกูไห้ไปโรงบาลกล้วยน้ำไทอีกดูดิอ้างว่าไม่มีเตียง สัสเห็นว่าพวกกูจนใช้ไหมถึงไล่แบบนั้น #ถ้าน้องหรือหลานกูเป็นรัยนะกูจะเอาเรื่องถึงที่สุด,1
รพ.สิรินธร อ่อนนุช90 เปนรพ.ที่ คนไข้ ต้องรุ้ และ ฉลาด มาก จนท. พยาบาล พุดน้อยมาก เด่วพิกุลร่วง นโยบาย รพ. ห้ามยิ้ม ห้ามแสดงอารมณ์ พร้อมลุยกะคนไข้ได้ทุกวินาที -_-,1
5 ชม.กับการรอคอยที่แสนจะเจ็บปวดของเพื่อนผม เรื่องนี้สอนให้รู้ว่า ถ้ามีเงินก็ซื้อประกันชีวิตเถอะ ทั้งหมอทั้งพยาบาลจะเดินมาถามคำถามเราจนเราเลือกไม่ได้เลยว่าจะตอบใครก่อน ถ้าเป็น รพ.รัฐบาล เราจะเจอแต่พยาบาลไม่ได้เห็นแม้แต่หน้าหมอ มาตรฐานมันมีอยู่ในตัว ลองมาเจอกับตัวแล้วคุณจะรู้ว่าผมพูดจริง,1
ควรปรับปรุงระบบมากกว่านี้เพราะวันนั่นไปใช่บริการเวลาออกมาเจอผู้หญิงใกล้คลอดมาแต่ .รปภ . บอกว่าต้องเดินไปด้านหน้าแทนที่จะช่วยเอาเปลมาเข็นเข้าไปข้างในยังนั่งบอกคนไข้อยู่ไม่ทำอะไรเลย,2
วันนี้ได้พาคุณยายไปโรงพยาบาลสิรินธรยายไม่สบาย,5
หมอนัด 08.30 แต่หมอมาเข้าเวรตรวจคนไข้10.30 แล้วมึงนัดกูทำไมแต่เช้า สลัด คิว203 พอดีแมร่งงูสวัสกูพันรอบเอวพอดี,1
ร้านอาหารน้อยไปหน่อยค่ะน่าจะมีอีกสัก3ร้านนะคะ,3
พยาบาลห้องผู้ป่วยชาย2แย่มากคะ พุดจาไม่เพราะเลย ทำคนไข้แรง ไม่นึกถึงใจเจาใจ้ราเลย,1
การบริการไม่ค่อยประทับใจสักเท่าไร,3
บริการห่วยมากๆๆๆๆค่ะวันนั้นพาพ่อแฟนไปหาหอ พ่อแฟนไม่มีแรงแม้แต่จะประคองตัวเองขึ้นนอนเตียงคนไข้ตรงหน้าห้องฉุกเฉินแต่เวรกลัยแค่มาช่วยจับเตียงคนไข้ไว้ให้เพื่อไม่ให้เตียงกะดก..แต่พวกเค้ามองดูพ่อว่าขึ้นเตียงเองไม่ได้เฉยๆ .แทนที่เค้าจะช่วยประคองพ่อขึ้น..แต่กลับเปล่าเลยมองเฉยๆจนเราทนไม่ได้ต้องไปอุ้มประคองตัวพ่อขึ้นเตียงเองเลยโมโห...แล้วต่อมาพอเข้าไปในห้องฉุกเฉินกลับโดนเจาะท่อดูดเสมหะไปให้พ่อ..จนสุดท้ายพ่อเสีย,1
ฟุดๆๆ,5
ไม่ได้เรื่อง ลูกผมไม่สบาย แต่ไม่ยอมรักษา บอกว่าเป็นวันหยุด,1
ใหญ่แต่สถานที่ เข้าไปรอแออัดอยู่ในอายุรกรรมรอซักประวัติ แม่งหลับแล้วหลับอีก คิดถึงตัวเองบ้างเจ็บป่วยไข้ขึ้นก็อยากพบหมอเร็วๆๆๆๆๆๆๆ,3
บริการห่วยมากๆ จนท. ไม่มีหัวใจในการให้บริการ พูดกับคนไข้ไม่ดี มากๆเลย,1
พยาบาลดูลคนไข้ดีมาก,5
ห่วยแตก บอกว่าพ่อฉันเปนมะเร็ง แต่ไม่ทำอะไรเลย แค่จับๆ คลำๆ แล้วหมอพูดว่า จะตรวจก็ได้นะแต่แพงประมาณ 3 หมื่น จะตรวจมั้ย แค่ตรวจให้รู้ว่าเปนไม่เปน พอไปตรวจที่ รพ.พญาไท 2 หมอบอกว่าไม่ใช่มะเร็ง ส่งตรวจอย่างดี แค่ 3 พันกว่าบาท บริการไม่สมกับที่พ่อหลวงประทานชื่อให้เลย เห็นชีวิตคนเปนผักเปนปลา แย่มาก สาปส่ง ขออย่าให้คนอื่นโดนเหมือนครอบครัวฉันเลย สาธุ สาธุ สาธุ!!!!!!!!!!!!!!!!!!!!,1
เมื่อคืนไปปวดหัวมาตั้งแต่3ทุ่มครึ่งรอแล้วรออีกจนเที่ยงคืนกว่าพอไกล้จะถึงคิวเจ้าหน้าที่ก็เดืนออกมาปิดห้องตรวจแฟนเลยเดินไปห้องฉุกเฉินบอกพยาบาลก็ไม่มีใครสนใจคือตกลงว่าคืนนั่นไม่ได้ตรวจตัดสินใจกลับบ้านคือจะเป่นตายอะไรก็จะไม่ไปโรงบาลนี้อิกแล้วถ้าเกิดจะตายเค้าคงปล่อยให้รอจะตายก็ตาย ปรับปรุงหน่อยค่ะ ขอบคุนค่ะ,1
ก็โอนะ,4
ไม่ทราบค่ะยังไม่เคยมารับการรักษาที่โรงพยาบาลนี้เลยค่ะ,5
ผมเข้าใช้บริการที่นี่ นอนอยู่ 18วัน ก้ประทับใจการให้บริการของพยาบาลที่นี่มาก ส่วนใหญ่จะสุภาพ และทำหน้าที่ไม่ขาดตกบกพร่อง ดูแลผุ้ป่วยด้วยใจจริงๆ ส่วนน้อยอาจจะมีบ้างที่ทำให้ดูแย่ แต่ภาพรวมแล้วดีมากครับ คุณหมอก้ตรวจละเอียดดีมากๆ,4
เป็น รพ. ที่ห่วยมาก ทำงานร่าช้า หมดนัด 8 โมง แต่หมอมาเกือบ 10โมง แย่มาก ยิ่งหน้าห้องฉุกเฉินแม่งก็ห่วงเล่ยแต่โทสัพ,1
เป็นโรงพยาบาลของรัฐอีกหนึ่งแห่งที่น่าเข้าใช้บริการ. ถือว่าพัฒนาขึ้นมากแล้วจากเดิม แพทย์ผู้รักษาใจดีคะ,4
สุดยอดแล้วทำงานแบบมืออาชีพ,5
แผนกอื่นบรการดีค่ะแต่ห้องคลอดพูดจาไม่สุภาพเลย ดิฉันคลอดลูกได้2เดือนแล้วค่ะ ตอนเจ็บท้องคลอดได้ไปโรงบาลแล้วครั้งนึง พยาบาลห้องคลอดไล่กลับ พอมาอีกรอบเพราะเจ็บท้องมาก ตรวจดูบอกปากมดลูกเปิดแค่3เซ็นไล่กลับ เราเลยบอกขอนอนได้ไหม บ้านยุไกล พยาบาลบอกก็ได้ แต่อีกคนบอกไม่อยากรับเลยรำคาญเสียงร้องว่ะ น่าจะให้น้ำคร้ำแตกก่อนค่อยมา มันบ้ารึป่าว พอเรานอนรอได้สักพักก็เจ็บท้องคลอดอยากหนักร้องเรียกพยาบาล พยาบาลคนที่ทำคลอดบอก อ่ะ >>>>>อยากคลอดมาจะพาเข้าห้องคลอด คลอดเร็วๆได้ก็ดี น่ารำคาญร้องยุได้ <<<<,1
เคยไปนอน มาแล้ว.,5
บางที การดุแลคนไข้ การบริการแย่ ถ้าไม่มีเงินเขาแทบจะไม่อยากดุแล,1
วันี้มาตามหมอนัดหมอพูดเพาระมาก ที่โรงบาลสิรินธรนะรุ้ยัง,1
หมอฟันดีมากครับ ผมมาหากันท้ังครอบครัว,5
คุณหมอดูแลดี ให้คำแนะนำที่เป็นประโยชน์มากๆ,4
คุณหมอใจดี ะยาบให้บริการดี,4
เป็นโรคซึมเศร้าต้องพบจิตแพทย์ทุกเดือน หมอเป็นกันเองมาแนะนำอะไรหลายอย่างชีวิตเราเปลี่ยนไปมากจากคนที่ไม่กล้าทำอะไรกล้า คิดลบก็คิดบวก หมออธิบายให้เห็นภาพความเป็นจริงในชีวิต พยาบาลทีเป็นพยาบาลทางการให้ทำปรึกษาก็พูดจาดีให้กำลังใจเราไม่รู้ว่าเศสเราจะแปลกกว่าคนไข้อื่นหรือเปล่า เขาชอบว่าเจาแต่งตัวดีกว่าคนไข้คนอื่นๆเรียบร้อย พูดจาชัดเจนสื่อสารได้รู้เรื่องสามารถเรียบเรียงลำดับเหตุการณ์ทีเล่าได้เป็นตอนดูคนไม่ใช่คนที่เพื้อฝัน เป็นคนไข้ทีอดทนการรอได้ดี เป็นคนไข้ทีมาหาหมอเองโดยไม่มีญาติมาเหมือนคนอื่นๆ,5
ให้การบริการที่ดีทุกเวลา เพราะเมื่อวันที่3ม.ค.ไปหาหมอตอนตีหนึ่ง มีเจ้าหน้าที่หมอ และพยาบาลคอยดูแล ประทับใจมากค่ะ,5
คนไข้เยอะ รอนาน แต่แพทย์ตรวจละเอียด เวลาเป็นเยอะไปหาก็หายทุกครั้ง,4
สวัสดีค่ะขอรีวิวแบ่งปันประสบการณ์นะคะ เข้ารักษาใช้บัตรทองที่โรงพยาบาลสิรินทรค่ะ พอดีตอนนี้ไม่ได้ทำงานแล้วเลยใช้สิทธิ์บัตรทอง ก่อนหน้านี้เคยได้รับการรักษามาหลายโรงพยาบาลและเคยเข้ารับการรักษาที่โรงพยาบาลมีชื่อเสียงแห่งหนึ่งแถวถนนสุขุมวิท ตอนนี้นแอดมิดไปตอนกลางคืนด้วยอสการหัวใจเต้นผิดปกติแต่คุณหมอที่อยุ่เวรจับฉีดยาอย่างเดียวบอกว่าเครียดแล้วให้ยามาทานไม่ได้ตรวจละเอียด แล้วให้กลับบ้านพอดีมีคนรุ้จักแนะนำให้ไปตรวจอาการให้ละเอียดที่โรงพยาบาลสิรินทรเลยลองไปดุ โรงพยาบาลนี้ต้องรอคิวนานค่ะเพราะเป้นโรงพยาลรัฐแต่การตรวจและรักษาละเอียดดีค่ะไม่แบ่งแยกคนไข้ให้ความเสมอภาคเท่ากัน ตรวจจนกระทั่งทราบสาเหตุที่แท้จริงของการป่วย และโรงพยาลนี้ไม่ใช่โรงพยาลของคนจนเหมือนคำพุดของบางท่านที่พุดถึงโรงพยาบาลนี้ค่ะ เพราะมีคนไข้หลายๆท่านที่ไปจ่ายเองด้วยค่ะ,4
