th_comment,en_comment,score
ดีมากๆๆๆๆๆ,Very soon.,5
โรงพยาบาลสิรินธ(สังกัดกทม)แห่งนี้ต้องให้บริการคนป่วยที่มารับการรักษาเยอะมากในแต่ละวัน คนป่วยส่วนมากไม่รู้ระบบ ไม่รู้ขั้นตอนการติดต่อตรงไหนอย่างไร ทำให้คนป่วยต้องใช้เวลามาหาหมอนาน 4-6 ชั่วโมงในแต่ละครั้ง จึงขอเสนอให้ผู้บริหารโรงพยาบาลจัดทีมงานประชาสัมพันธ์คอยบอกแนะนำคนป่วยหรือญาติคนป่วยว่าจะต้องทำอะไรบ้างตรงจุดไหนจะช่วยให้งานบริการมีประสิทธิภาพมากขึ้น คนป่วยจะได้ไม่ใช้เวลานานเกินไปในการมาหาหมอ(คนป่วยจะได้มีความสุข),York Hospital (affiliated BMA) is to serve patients who come for treatment lot each day. Most patients do not know the system What steps do I contact directly. Sick people need time to come to the doctor for 4-6 hours at a time. Proposed that hospital administrators held public relations team kept telling the people are ill or sick relatives that will be done at the point where it allows the service more efficient. Sick people will not take too long to come to the doctor (I'll be happy).,5
บรรยากาศน่ากัว เดินเข้าไปลึกเหมือนกันจากถนนอ่อนนุช,Atmosphere Goa Went into a deep well of Nut Road.,3
ผมว่าเรื่องแบบนี้มันมีอยู่ในทุกหน่วยงานของรัฐ เป็นเศษขยะที่น่ารังเกียจอย่างยิ่ง บางแห่งก็แก้ไขและพัฒนาไปแล้ว จะลองไปดูที่นี่ก่อน. ว่าจะมีการแก้ไขไหม.,"I think about this, it is in all state agencies. The debris is extremely offensive. Some fixes and develop it. Take a look here first. That would have solved it.",3
พยาบาลห้องคลอดแม่งพูดมาได้ที่นี่โรงบาลนะไม่ใช่โรงแรมปากมดลูกก้อเปิด3เซนแร้วยังไล่กับบ้าน,"Hospital delivery room, your mother said to me at the hospital, not a hotel but the cervical opening 3 stating trap to chase home.",1
ยังค้นหาไม่ดีเท่าไหร่เนตช้าเหลือเกินต้องปรับปรุงเครือข่ายใหม่,How much better to find a new network connection exceedingly slow to update.,5
ไปรอฝากครรภ์ 3 วันแหละ ยังไม่ได้ฝากเรย เต็มทุกวัน แร้วเมื่อไรจะได้ฝากสักทีล่ะ,ANC to wait three days he has not deposited the full array snare every day when I will not leave one by one.,2
ใช้บริการที่ห้อง 624 ฝั่งตะวันออก ขอชมพยาบาลและ เจ้าหน้าที่ทุกคนเยี่ยมมาก,"Service at 624 East Shore Hospital, and asking viewers. All staff was great",4
ห่วย,bad,1
เชื่อป่ะว่าไม่เคยเจอโรงบาลที่ไหนห่วยมากเท่าที่นี้มากก่อนทุกคนในโรงพยาบาลพุดขาหมาไม่แดกเดินเข้าชื้อของถามว่าพี่ค่ะหมากฝรั่งยุตรงไหน..เราถามดีๆตอบมาว่าเลยมาแล้วไม่เห้นห รอ.....ถ้าเห้นจะถามไหม....เดินขึ้นไปเยี่ยมตาชั้น5เจอพยาบาลกพลังด่าคนไข้ด่าแบบว่าไม่พอใจก้ย้ายไปโรงบาลอื่นเลยด่าไปด่ามาตบหน้าอกคนไข้สะงั้น....ญาติเตียงข้างๆก้บอกว่าคุณพยาบาลทำไม่ถุกนะค่ะ...พยาบาลตอบมาว่ามึงจะทำไมท้าญาติคนไข้ตบชะงั้น.....งงด่ากับญาติคนไข้กุมึงเลวโครต.....ยังไม่จบนะพอดีตาย้ายมาห้องพิเศษเราก้ขนของตามมาห้องพิเศษมาถึงตาปวดชี่ไปขอกระบอกชี่ถามว่าพึ่งมาจะชี่เลยหรางงกับโรงบาลนี่จริงๆว่าทำไมไน้มารยาทสิ้นดี,"Believe me, that never see the hospital where I suck as much as this before everyone in the hospital strike Kahma not nearly walked him the title of asking if I have gum offseason where.. We ask you answer that has already activists. Neh Wait ..... if activists are asking .... I went to visit an eye on the 5th floor nurses across wards powers damn damn upset that I moved to another hospital to do a damn Adama chest slapping patient comfort. .... I'm beside their beds to say you do not care nurse Tu me ... Why would you respond to that challenge relative erosion patient slap me ..... I think you bad things about their patients cattle. Trevor ..... I did not finish my grandparents had extra room we evolved feathers as a special request to eye pain, pointing the barrel pointing. According to point out that I do not trust the hospital is really why the good manners night.",1
พยาบาลบริการไม่ดีพูดจาก็ไม่ดีช้าอืดแต่เก่งเรื่องนึงคือคุยกันคนป่วยมาไม่สนใจจะเป็นจะตายไม่สนใจไปดึกๆมีการพูดประชดด้วยถ้าเขาสบายดีเขาคงไม่ไปหาหมอหรอกและถ้าเลือกได้คนส่วนใหญ่คงไม่เข้าโรงพยาบาลนี้เพราะเข้าไปแล้วเสียความรู้สึก,"Hospital services not saying it's bad, slow, slow, but good thing I was talking ill people do not care to be dead not to late to have a say sarcastically if he is fine, he would not go to the doctor and, if selected. most people do not have access to this hospital because I feel bad.",1
มารักษาที่ รพ.สิรินธร วัที่ 14/9/2559 ประกันสังคมชั้น 2 คุณหมอพูดจาห้วนมาก นั่งตวจยังไม่ถึง 3 นาทีเรย แทบจะไม่ถามไรมากเรย ดิฉันถามว่าอาการมึนหัวจะเกี่ยวกับไขมันในโลหิตไหม คุณหมอตอบว่า ต้องหาเวลามาตวจสุขภาพเอง ตอบแบบไม่สนใจคนไข้เลยขอเสนอแนะ น่าจะปรบปรุงหน่อยนะคะ แบบนี้ย้ายโรงพยาบาลดีกว่า ก่อนหน้านี้ใช้สิทธิบัตรทองมาตลอดค่ะ เจอแต่หมอดีๆ เอาใจใส่ พูดจาก็ดี แต่พอมาตรววันนี้ เสียความรู้สึกมากกะหมอ ไม่พอใจกับการรับบริการคะ เสียเวลามาหาหมอจิงๆ,"Treatment at hospital Sirindhorn Oval on 14/09/2559 social security layer 2 doctors spoke very briefly. The ride of less than three minutes rest hardly ask how much rest. I asked about symptoms, dizziness, blood fat, the doctor said I must find time to explore their own health. Do not respond to any treatment recommendations. Improvement is probably a little tired. This move better hospitals. Earlier patents gold all along, but I found it flattering, but I do feel that this measure. I feel very bad doctor Not satisfied with the service you receive. Time to see a doctor each other.",1
อยู่มีนบุรี จะไป รพ.นั่งรถเมล์สายอะไรไปคะ,Buri is going to hospital to know what bus lines.,5
บริการผู้ป่วยดีมากๆๆ...,Patient service is very good and ...,5
ส่วนไหญ่ดี ส่วนไม่ดีก็มี ถ้าแก่ไขได้จะดีมาก,"Endorse polygyny, the good part was not good. If the fever is very good.",3
วันนี้ไปหาหมอฟันมาเเละคือ น้าทีทำงานทีนั้นเจ้าเอาบัตรเตรีมยืนให้หมดเเร้วเราไปเข้าห้องน้ำมาไง ทีนี้ เดินไปตงที่เขายืนบัตรไปบอกผู้ช่วยหมอ. เราบอกมียาติมายื่นบัตรให้เเล้ว ได้คิวที่3 เเม่งยังไม่หาเหียไรเลยตอบเเหล่ะไม่มี บอกให้หาเเม่งก็บอกไม่มีอย่างเดียสทนี้เราก็ออกมานั่งรอให้ยาติมาเครี่ยพอดีพี่สาวเรารุ้จักกะหมอ หมอเลยไปดูให้ สุดท้าย ยังไง!!! มี อยุ่คิว3อย่างทีเราบอกเลย เป้นไงหน้าเเตกเลยสิคะคุน พยาบาล #ควรพูดดีๆกว่านี้ มารยาทดีๆหน่อยมาใช่บริการนะคะไม่ใช่ขอทาน ฝากไว่เเค่เนี่ย อารมณ์เสียยยย,"Today's undertakings to the dentist is. I worked at the Supreme State taketh cards stand out so together we went to the bathroom to do now that he's moved up the card to help tell the doctor. I tell ya I'm left handed cards to queue up at 3 and Meg Ryan Hia not find any answers for me it does. He was told not to tell Meg Dias at least we went out to sit and wait for medicines continued to nuke my sister we know Chaka doctor. I went to see it last !!! Q 3 a lot, as we say. Just do not ask me fall Home Kun # nursing should talk this over. Good manners do not come to me begging. Leave me know if An upset",1
หมอและพยาบาลที่นี่บริการห่วยแตกมากๆ,Doctors and nurses here are very poor service.,1
ทำไมปล่อยใช้ผู้ช่วยพยาบาลไลน์มารยกวนคนอื่นล่ะ ในเวลางานเค้าไม่ทำงานกันหรอครับ,"Why should the nursing assistant's line stirred him like everyone else. At work, do not work well, too.",4
ดีๆๆ,any good,3
สถานที่กว้างใหญ่ แพทย์พยาบาลดี ดนตรีก็ไพเราะ,"The vast Well, doctor, nurse Symphonic music",3
คือมีธุระคะโทรไปที่โรงบาลไม่มีใครรับเลย โทรเป็นสิบๆสาย ไม่มีใครว่างรับสายเลยหรอ ปรับปรุงด่วนคะ,"Is engaged me to the hospital, no one gets it. Call a dozen lines Spare no one calls it that. Quick update",1
ให้บริการดีมากค่ะ...เพราะอะไรเหรอ พี่สาวใช้บัตรทองในการรักษาผ่าตัอ เคทใหญ่ ทาง รพ.ส่งตัวไปเลิศสินทุกครั้งที่ไปขอใบส่งตัว ทุกอย่างเป็นระบบดีมาก มีบ้างที่บกพร่อง...แต่โดยรวมดีมากค่ะ..นี่คือสิทธิ์บัตรทองนะคะ..ให้บริการดีมากๆขอชมเชย รู้ได้อย่างไรว่าดี เพราะเป็นคนทำด้วยตัวเองทุกครั้งเพราะพี่สาวเดินไม่ได้แล้ว...ยอดเยี่ยมค่ะ........,"Service very good, because ... what is it. My sister used to treat gold card status through Kate major hospital sent its products to every request sent. Everything is very good There are some shortcomings ... but overall very good.. This is a golden ticket right here.. I commend the service is great. How can good Because people do on their own time, because my sister could not walk, then great ... it ........",5
โรงพยาบาลก้อดีน่ะ แต่หมอ(บางคนไม่ดีเรย)แค่บางคนเท่านั้น พูดจากวนตีนแบบภาษาหมอบาง เหน็บแหนมบาง. คือต้องการอะไร. รักษาก้อนานแร้วอดทนตลอด คือผิดที่เลือกประกันสังคมที่นี่ ต่อให้ไม่ใช้ประกันสังคมก้อมีเงินรักษา หมอดูถูกคนไข้ขนาดนี้ไม่ทราบว่าไม่ได้รับการอบรมมาเหรอค่ะ.,It's a good hospital But doctors (some bad red) Not everyone. Speaking from the base of the Modeling Language Some doctors. Some sour irony. What is desired. Treat the patient as a snare Social Security is not an option here. To not use Social Security money to maintain it. SEER patients were not aware of this having been trained to do so.,2
บัต30บาทก็ดี่แต่ต้อง รอแพทย์ นานมาก(เฉพาะแพทย์นัทก็ต้องรอ)ผมคิดว่าดี่คับ,"Butter is 30 baht, but doctors have to wait very long (only doctors Nat had to wait), I think good.",5
เป็นสถานที่เกิดลูกชายครับประทับใจมากคับ,A son was born I am very impressed.,5
ในแพนกอายุรกรรมหญิงนางพยาบาลพูดจาไม่ค่อยดีเลย,The pan medicine nurse straight talk is not good.,1
#ฝากถึงหมอแผนกเด็ก #ว่าคุณทำงานกันห่วยแตกมาก #ลูกชั้ลไปหาหมอด้วยไข้สูงยังไม่ทันตรวจและเช็คอะไรเลยแต่คุณบอกว่าลูกชั้นเป็นไข้หวัดธรรมดา #วันนี้ชั้ลพาลูกชั้ลไปโรงพยาบาลเด็กลูกชั้ลเป็นไข้หวัดใหญ่สายพันธ์A #มันหมายความว่าไงทำงานกันทุเรศมาก #จรรยาบรรณความเป็นหมอหายไปไหนหมดนึกจะวินิจฉัยยังไงก็ได้ยังงั้นหรอ #หมอโคตรห่วยกล้าจะค้านอะไรมั้ยล่ะ,"Baby Doc # deposits # That you work very pathetic. # Schulz child to the doctor with a fever and did not check out anything you say, but the story is the common cold. # Schulz today took the child to the hospital Schulz Schulz influenza strains A. # It means I work very shabby. # Precluded the doctor had gone out to diagnose imagine what it was like that. # Dare fucking sucks objected to what I say.",1
มีใครคลอดที่นี่แล้ว2-3วันได้กลับบ้านบ้างคะ ขอเราต้องมาเฝ้าลูกฉีดยา7วัน เห็นคุณแม่คลอดใหม่โดนกันเกือบทุกคน,"Anyone born here 2-3 days at home, though. We would have to come before the injection 7 days. You see a new birth by almost everyone.",4
พนักงานนเเย่มาก ทางเข้าห้องฉุกเฉิน พุดคุยยกันนเสียงดังเกินนไปค้ะ นั่งจับกลุ่มคุยกันน แย่จริงง,"I am very staff Entrance to the emergency room Well, talk loudly over to me. The group discussed a really bad position.",3
ดีคับ,good,4
บริการดีมากๆจริงๆครับผมใช้บริหารอยู่,"Service is very good, I really manage.",5
เคยพาไปหาหมอท้องเสียไม่หายแต่หมอให้กลับบ้านได้,"Basra had been taken to the doctor, but the doctor does not have to go home.",5
ใช้บริการตลอด,Service throughout,5
ดี,good,5
ช้ามากคะนัดทำฝันเป้นปีแล้วยังไม่ถึวคิวเลยคะ,Very good dental appointment a year ago has yet to reach the queue it.,1
เคยมารักษาผ่าตัดไส้ติ่งจากคนที่เคยพูดได้ดียิ้มได้แต่ทุกวันนี้กับยิ้มไม่ได้มันไม่ปกติน่ะแถมหมอยังพูดไม่สุภาพไม่มีความเป่นหมอเลย จำชื่อได้แม่น,"Been keeping an appendectomy from people who say, well, I have to smile, but today it does not have a regular doctor but I did not do no good as a doctor. Remember vividly",2
โทรศัพท์ของรพ.ไม่ทราบว่าไม่มีใครว่างรับสายเลยครับ โทรเป็นเดือนก็ไม่มีใครรับ อย่ามีเลยเบอร์โทร พอโทรวันหยุดมีคนรับ แต่ไม่สามารถตอบคำถามได้ ให้โทรวันเเละเวลาราชการ พอโทรก็เงียบ แย่สุดๆ,"Phone the hospital did not know that no one is available to answer them. Call a month, no one received. Do you have your phone number I have been calling the holiday. I can not answer the question Call during office hours today were enough to call it a bad deal.",1
แพทย์ให้การรักษาอย่างดี แต่พนักงานในโรงพยาบาลโคตรห่วย,"Medical treatment well But the staff in the hospital, terribly bad.",4
ได้ไปเยี่ยมมารดาที่ป่วย อยู่แผนกอายุรกรรมชั้น 5 มีคนไข้ป่วยมานอนรักษามาก หมอหนึ่งคนต้องรับผิดชอบคนไข้เป็นสิบ พยาบาลและผู้ช่วยก็งานมากแต่ก็ปฏิบัติหน้าที่ได้ดี ขอให้ 4 ดาว,"To visit sick mother The Department of Medicine, 5th Floor ill patients have been treated much sleep. One doctor who is responsible for the patient. Nursing assistants and it works very well, but was asked to perform four stars.",4
พยาบาลส่วนใหญ่เห็นเด็กใช้สิทธิ30บาท พูดจาได้สุนัขไม่รับประทานมากค่ะ ถ้ารวยคงไม่ไปโรงบาลนี้แน่,Most hospitals see exercise 30 baht. Tongued dog has not eaten much. If the rich do not go to the hospital this time.,1
ก็ดีนะแต่เสียอย่างเดียวหมอน้อยไปหน่อย,But it was only the doctor a little less.,5
ก็ใช่ใด้นะ,I would take any,3
โรงบาลนี้เหี้ยมากน้องกูจะคลอดปากมดลูกเปิด3เซนแร้วแม้งยังไล่น้องกูไห้ไปโรงบาลกล้วยน้ำไทอีกดูดิอ้างว่าไม่มีเตียง สัสเห็นว่าพวกกูจนใช้ไหมถึงไล่แบบนั้น #ถ้าน้องหรือหลานกูเป็นรัยนะกูจะเอาเรื่องถึงที่สุด,"What's more, this damn hospital to give birth, the cervical opening 3 snare stating your mother's still chasing me weep to see another hospital AXIS The claim that there is no bed. McCluskey saw that I was not used to chasing him. If I or my children are consigned to what I hope will be possible.",1
รพ.สิรินธร อ่อนนุช90 เปนรพ.ที่ คนไข้ ต้องรุ้ และ ฉลาด มาก จนท. พยาบาล พุดน้อยมาก เด่วพิกุลร่วง นโยบาย รพ. ห้ามยิ้ม ห้ามแสดงอารมณ์ พร้อมลุยกะคนไข้ได้ทุกวินาที -_-,"Hospital Sirindhorn nut 90 as hospital patients who need to know, and he's so smart unit. Nurses say little wonder Autumn Wood Hospital policy. Do not smile, do not show emotion. I was ready every second patient -_-.",1
5 ชม.กับการรอคอยที่แสนจะเจ็บปวดของเพื่อนผม เรื่องนี้สอนให้รู้ว่า ถ้ามีเงินก็ซื้อประกันชีวิตเถอะ ทั้งหมอทั้งพยาบาลจะเดินมาถามคำถามเราจนเราเลือกไม่ได้เลยว่าจะตอบใครก่อน ถ้าเป็น รพ.รัฐบาล เราจะเจอแต่พยาบาลไม่ได้เห็นแม้แต่หน้าหมอ มาตรฐานมันมีอยู่ในตัว ลองมาเจอกับตัวแล้วคุณจะรู้ว่าผมพูดจริง,"5-hour of waiting is very painful for my friends. This lesson If you have money, buy insurance today. The doctors and nurses will continue to ask questions until we choose not to answer that one first, if a hospital nurse, but my government will not even see the front of the doctor. It is available in a standard Let's face then you know I speak the truth.",1
ควรปรับปรุงระบบมากกว่านี้เพราะวันนั่นไปใช่บริการเวลาออกมาเจอผู้หญิงใกล้คลอดมาแต่ .รปภ . บอกว่าต้องเดินไปด้านหน้าแทนที่จะช่วยเอาเปลมาเข็นเข้าไปข้างในยังนั่งบอกคนไข้อยู่ไม่ทำอะไรเลย,"Should improve over this because that's going to take some time out to meet women, childbirth, however. Security. That had to walk to the front instead of helping out the stretcher was wheeled into the side of the seat that the patient is not doing anything.",2
วันนี้ได้พาคุณยายไปโรงพยาบาลสิรินธรยายไม่สบาย,This led my grandmother to the hospital Sirindhorn ailing grandmother.,5
หมอนัด 08.30 แต่หมอมาเข้าเวรตรวจคนไข้10.30 แล้วมึงนัดกูทำไมแต่เช้า สลัด คิว203 พอดีแมร่งงูสวัสกูพันรอบเอวพอดี,"But doctors appointment doctor on duty 08:30 10:30 auscultation. Then why are you calling me, but my salad queue 203 NFF snake wrapped around my waist fit welfare.",1
ร้านอาหารน้อยไปหน่อยค่ะน่าจะมีอีกสัก3ร้านนะคะ,Restaurant a little less likely it will be another three stores here.,3
พยาบาลห้องผู้ป่วยชาย2แย่มากคะ พุดจาไม่เพราะเลย ทำคนไข้แรง ไม่นึกถึงใจเจาใจ้ราเลย,"Hospital patient room, two men very well. Gardenia's not because I do not think the patient's heart mold yet.",1
การบริการไม่ค่อยประทับใจสักเท่าไร,The service is much less impressive,3
บริการห่วยมากๆๆๆๆค่ะวันนั้นพาพ่อแฟนไปหาหอ พ่อแฟนไม่มีแรงแม้แต่จะประคองตัวเองขึ้นนอนเตียงคนไข้ตรงหน้าห้องฉุกเฉินแต่เวรกลัยแค่มาช่วยจับเตียงคนไข้ไว้ให้เพื่อไม่ให้เตียงกะดก..แต่พวกเค้ามองดูพ่อว่าขึ้นเตียงเองไม่ได้เฉยๆ .แทนที่เค้าจะช่วยประคองพ่อขึ้น..แต่กลับเปล่าเลยมองเฉยๆจนเราทนไม่ได้ต้องไปอุ้มประคองตัวพ่อขึ้นเตียงเองเลยโมโห...แล้วต่อมาพอเข้าไปในห้องฉุกเฉินกลับโดนเจาะท่อดูดเสมหะไปให้พ่อ..จนสุดท้ายพ่อเสีย,"Service sucks so much that I took my father to the tower. Father's weakness even hold myself up a bed patient in front of the emergency room, but fate college just to help capture patient beds to not to bed Kadk.. But they looked at my father that the bed itself is not dormant. . Instead, he will help reinvigorate the father.. But I looked around until I could not bear to be picked up, balancing his own bed angry ... then came back into the ER by suctioning the drill pipe. father.. until finally my father passed away.",1
ฟุดๆๆ,The other destinations,5
ไม่ได้เรื่อง ลูกผมไม่สบาย แต่ไม่ยอมรักษา บอกว่าเป็นวันหยุด,"I'm not a child is ill, but refused treatment. That's a holiday",1
ใหญ่แต่สถานที่ เข้าไปรอแออัดอยู่ในอายุรกรรมรอซักประวัติ แม่งหลับแล้วหลับอีก คิดถึงตัวเองบ้างเจ็บป่วยไข้ขึ้นก็อยากพบหมอเร็วๆๆๆๆๆๆๆ,"But the Waiting in the crowded waiting Medicine history. Your mother's sleep again I myself would like illness, fever, see a doctor as soon as any other.",3
บริการห่วยมากๆ จนท. ไม่มีหัวใจในการให้บริการ พูดกับคนไข้ไม่ดี มากๆเลย,Service runs very well at. There is no heart in service. Speaking to the patient is not very good yet.,1
พยาบาลดูลคนไข้ดีมาก,The nurses see patients very well,5
ห่วยแตก บอกว่าพ่อฉันเปนมะเร็ง แต่ไม่ทำอะไรเลย แค่จับๆ คลำๆ แล้วหมอพูดว่า จะตรวจก็ได้นะแต่แพงประมาณ 3 หมื่น จะตรวจมั้ย แค่ตรวจให้รู้ว่าเปนไม่เปน พอไปตรวจที่ รพ.พญาไท 2 หมอบอกว่าไม่ใช่มะเร็ง ส่งตรวจอย่างดี แค่ 3 พันกว่าบาท บริการไม่สมกับที่พ่อหลวงประทานชื่อให้เลย เห็นชีวิตคนเปนผักเปนปลา แย่มาก สาปส่ง ขออย่าให้คนอื่นโดนเหมือนครอบครัวฉันเลย สาธุ สาธุ สาธุ!!!!!!!!!!!!!!!!!!!!,"NFG told my father to cancer. But do nothing just to catch a fumble, then the doctor says. But it will cost about 3 billion will make it just that is not enough to be examined at the hospital, doctors said that two hours is not cancerous. Specimen well just over 3 billion baht service not worthy of a royal father gave me the name. I see life as a vegetable or fish terrible curse, do not let others hit me like family, Amen Amen Amen !!!!!!!!!!!!!!!!!!!!",1
เมื่อคืนไปปวดหัวมาตั้งแต่3ทุ่มครึ่งรอแล้วรออีกจนเที่ยงคืนกว่าพอไกล้จะถึงคิวเจ้าหน้าที่ก็เดืนออกมาปิดห้องตรวจแฟนเลยเดินไปห้องฉุกเฉินบอกพยาบาลก็ไม่มีใครสนใจคือตกลงว่าคืนนั่นไม่ได้ตรวจตัดสินใจกลับบ้านคือจะเป่นตายอะไรก็จะไม่ไปโรงบาลนี้อิกแล้วถ้าเกิดจะตายเค้าคงปล่อยให้รอจะตายก็ตาย ปรับปรุงหน่อยค่ะ ขอบคุนค่ะ,"When the headache from 3 pm to wait and wait until midnight than enough attunement to queue officers month and closed out the examination room, my girlfriend went to the emergency room told a nurse was not interested in a deal that night. I've decided to return home to die, I would not be going to the hospital now, if Ignatius was born to die, he would not let it die, he will die. Thanks for the update, do not.",1
ก็โอนะ,It's not,4
ไม่ทราบค่ะยังไม่เคยมารับการรักษาที่โรงพยาบาลนี้เลยค่ะ,I know it has not been treated at this hospital now.,5
ผมเข้าใช้บริการที่นี่ นอนอยู่ 18วัน ก้ประทับใจการให้บริการของพยาบาลที่นี่มาก ส่วนใหญ่จะสุภาพ และทำหน้าที่ไม่ขาดตกบกพร่อง ดูแลผุ้ป่วยด้วยใจจริงๆ ส่วนน้อยอาจจะมีบ้างที่ทำให้ดูแย่ แต่ภาพรวมแล้วดีมากครับ คุณหมอก้ตรวจละเอียดดีมากๆ,I take this lying impressive 18 days of service of nurses here a lot. Most are polite And do not defective Really care for those patients with There may be some little part that makes it look worse. But overall very good. The doctor I check very thoroughly.,4
เป็น รพ. ที่ห่วยมาก ทำงานร่าช้า หมดนัด 8 โมง แต่หมอมาเกือบ 10โมง แย่มาก ยิ่งหน้าห้องฉุกเฉินแม่งก็ห่วงเล่ยแต่โทสัพ,"A hospital, where she runs a lot of work, but doctors will soon strikes 8 am to 10 pm almost worse even emergency room your mother was worried but Lei's Sap.",1
เป็นโรงพยาบาลของรัฐอีกหนึ่งแห่งที่น่าเข้าใช้บริการ. ถือว่าพัฒนาขึ้นมากแล้วจากเดิม แพทย์ผู้รักษาใจดีคะ,Public hospitals are one of the most accessible. He improved a lot from the original. Doctors who treat them kindly,4
สุดยอดแล้วทำงานแบบมืออาชีพ,The work was professional.,5
แผนกอื่นบรการดีค่ะแต่ห้องคลอดพูดจาไม่สุภาพเลย ดิฉันคลอดลูกได้2เดือนแล้วค่ะ ตอนเจ็บท้องคลอดได้ไปโรงบาลแล้วครั้งนึง พยาบาลห้องคลอดไล่กลับ พอมาอีกรอบเพราะเจ็บท้องมาก ตรวจดูบอกปากมดลูกเปิดแค่3เซ็นไล่กลับ เราเลยบอกขอนอนได้ไหม บ้านยุไกล พยาบาลบอกก็ได้ แต่อีกคนบอกไม่อยากรับเลยรำคาญเสียงร้องว่ะ น่าจะให้น้ำคร้ำแตกก่อนค่อยมา มันบ้ารึป่าว พอเรานอนรอได้สักพักก็เจ็บท้องคลอดอยากหนักร้องเรียกพยาบาล พยาบาลคนที่ทำคลอดบอก อ่ะ >>>>>อยากคลอดมาจะพาเข้าห้องคลอด คลอดเร็วๆได้ก็ดี น่ารำคาญร้องยุได้ <<<<,"Other departments to better meet the delivery room, but it's not polite. I had a baby two months ago. Now Labor has been to the hospital once. Hospital delivery room out back I came around a lot because labor. Make sure that the cervix is ​​open just three signings chase back. Let us say you have a long offseason home nurse tells you. But other people say I do not want to bother calling me. Be sure to water the tree gradually, it just crazy enough, we waited a while, it's hard labor would call the nurse. I told the nurse midwife to birth >>>>> would be taken into the delivery room. He was born soon She has sung annoying <<<<",1
เคยไปนอน มาแล้ว.,Never go to bed now.,5
บางที การดุแลคนไข้ การบริการแย่ ถ้าไม่มีเงินเขาแทบจะไม่อยากดุแล,"It looks after the poor service if the patient has no money, he would hardly looks after.",1
วันี้มาตามหมอนัดหมอพูดเพาระมาก ที่โรงบาลสิรินธรนะรุ้ยัง,"Today, according to a doctor's appointment, doctors say, because many. The hospital Sirindhorn not know yet.",1
หมอฟันดีมากครับ ผมมาหากันท้ังครอบครัว,"Dentist is very good I approached them, they're family.",5
คุณหมอดูแลดี ให้คำแนะนำที่เป็นประโยชน์มากๆ,"Medical care, good advice is very useful.",4
คุณหมอใจดี ะยาบให้บริการดี,Dr. Yap offers a generous table.,4
เป็นโรคซึมเศร้าต้องพบจิตแพทย์ทุกเดือน หมอเป็นกันเองมาแนะนำอะไรหลายอย่างชีวิตเราเปลี่ยนไปมากจากคนที่ไม่กล้าทำอะไรกล้า คิดลบก็คิดบวก หมออธิบายให้เห็นภาพความเป็นจริงในชีวิต พยาบาลทีเป็นพยาบาลทางการให้ทำปรึกษาก็พูดจาดีให้กำลังใจเราไม่รู้ว่าเศสเราจะแปลกกว่าคนไข้อื่นหรือเปล่า เขาชอบว่าเจาแต่งตัวดีกว่าคนไข้คนอื่นๆเรียบร้อย พูดจาชัดเจนสื่อสารได้รู้เรื่องสามารถเรียบเรียงลำดับเหตุการณ์ทีเล่าได้เป็นตอนดูคนไม่ใช่คนที่เพื้อฝัน เป็นคนไข้ทีอดทนการรอได้ดี เป็นคนไข้ทีมาหาหมอเองโดยไม่มีญาติมาเหมือนคนอื่นๆ,"Depression need to see a psychiatrist every month. Doctor friendly advice what many lives we change a lot of people do not dare to dare. Positive thinking negative thoughts The doctor explained to depict the reality of life. Nursing care is provided informally to discuss it flattering encouragement, we know that France is a more patient than me. He liked that the dress is better than the other patients successfully. Speak clearly communicate about the sequence of events that can be compiled into what is now viewed Predator seconds instead of a dream. Patients who are patiently waiting as well. A patient comes to the doctor without any relatives, like many others.",5
ให้การบริการที่ดีทุกเวลา เพราะเมื่อวันที่3ม.ค.ไปหาหมอตอนตีหนึ่ง มีเจ้าหน้าที่หมอ และพยาบาลคอยดูแล ประทับใจมากค่ะ,Provide good service all the time. Because on 3 m. C. Go to the doctor o'clock at night. A staff doctor And nursing care Very impressive,5
คนไข้เยอะ รอนาน แต่แพทย์ตรวจละเอียด เวลาเป็นเยอะไปหาก็หายทุกครั้ง,But patients have to wait for detailed medical examination. A lot of time was lost to time.,4
