th_comment,en_comment,score
แอดมิดอยู่ห้องวีไอพี แต่พยาบาลหลายคนอารมณ์ไม่พร้อมบริการ ควรฝึกอบรมมารยาทในการบริการเสียใหม่ มาจ่ายตัง ไม่ได้มาขอฟรี,Atwood submerged in the VIP room. Many nurses but not emotionally available. Training should be provided courtesy of the new gluten-free does not come free.,1
มีแพทย์เฉพาะทางมากมาย ดีมากครับ บริการดี ที่จอดรถก็สะดวกครับ.,"There are plenty of very good specialists, good service, parking was not convenient.",5
แฟนได้ไปผ่าตัดรักษาดีมากๆพยาบาลตึกที่แฟนพักรักษาตัวอยู่คือตึกเฉลิมพระเกียรติ7ใต้พยาบาลพุดเพราะมากๆบริการก้อดี แต่วันที่22สิงหาคมคุนหมอนัดไปฟังผลก้อนเนื้อที่ผ่าออกว่าเปนอารายแต่แฟนติดธุระวันที่19ก้อโทไปเลื่อนนัดเขาเขาบอกว่า ว่าต้องโทมาตอน9โมงเช้าถึงบ่าย3นะค่ะพอแฟนก้อโทไปวันที่20ตอน11โมงเขาบอกว่าต้องบ่ายโมง ok เราโทวันที่21ตอนบ่าย2 เขาก้อบอกว่าต้องโทมาพุ่งนี้แฟนก้อเลยบอกว่าแต่หมอนัดพุ่งนี้แร้วนะครับเขาบอกว่าก้อช่วยเหลืออะไรไม่ได้นะค่ะ แร้วก้อแบบว่าพุดจาไม่ดีเลยอยากจะถามว่าแร้วคุนมาเปนเจ้าหน้าที่ได้ไงค่ะพุดจา ...ไม่รับประทาน!!ดีออก!!!! :(,"He had surgery to good medical treatment is building a fan Memorial Building 7 because the nurses say she is very good service. But on August 22, Kun doctor appointment to listen to the lump cut out as he's busy, but at 19 he's going to put off, he said. That's when 9 am to 3 pm, I'm not a fan of 20's to the 11 o'clock to one o'clock, he said that's ok, we at 21 noon 2. He says he's come to this, I'm not against that, but the doctor's appointment this trap I told him I could not help it. It's a trap that might not want to be asked to be allowed snare officials say it's necessary. Not good !! ... eating out !!!! :(",1
เคยศึกษาที่นี่ ร.ร.อายุรเวทฯ แพทย์แผนไทยประยุกต์,I studied here Assoc. Assoc.'S Ayurveda Thailand Medical Applications,5
ขอขอบพระคุณโรงพยาบาล คณะแพทย์และทีมพยาบาลที่ทำการรักษาคุณแม่ผมอย่างดีที่สุดครับ,Thank hospitals The doctors and nurses treating you like me best.,5
ภาพรวมอยู่ในเกณฑ์พอใช้  แต่การบริการยังล่าช้าอยู่บ้าง  แพทย์เก่งมีประสบการณ์,Overview remained fairly But the service still lags somewhat. Doctors have good experience,4
ไปทำการผ่าตัดซีสต์ที่ก้นมาค่ะ  คุณหมอใจดีมาก  พยาบาลและเจ้าหน้าทีที่นี่ ก็บริการอย่างดีเยี่ยม  มีการโทรมาแจ้งเตือนทุกครั้งก่อน ที่การนัดหมาย  และหลังการผ่าตัด ก็โทรมาเตือนเมื่อถึงกำหนดนัดหมายแพทย์ ...ประทับใจทุกบริการ ...,To perform surgery cysts in the bottom comes in. You are very kind Hospital officials and here Service was excellent A call to alert all the time. The appointments And after surgery Call it a warning to doctors appointments. ... impressed with all the service ...,5
แม่แฮปปี้มากกกกกกกก,Mother happy kg kg kg.,5
บริการดีมากๆๆครับบบ,Service is very much on.,5
พนักงานด้านหน้าฝ่ายกรอกประวัติข้อมูลคนไข้ พูดจาเเย่มาก ทำกริยาไม่สุภาพ เเละพรักงานอื่นๆอีกหลายคน ถามอะรัยก็ไม่ตอบไม่รู้สักอย่าง,"The staff at the front complete patient history information, it is very flattering verb do not polite. It was the love of other people. Ask me anything I did not do something.",1
ดีเยี่ยมเรื่องให้ความสำคัญคนไข้ หมอก็เก่ง,"Excellent story featured patients, doctors were good.",5
คุณพ่อรับการตรวจกับคุณหมอท่านนึงด้านเลือด เจาะไขกระดูก ผลตรวจหมอแจ้งว่าเป็นเนื้องอกที่ไขกระดูก รักษาได้โดยฉีดยาใต้ผิวหนัง ผลข้างเคียงมีแค่มือเท้าชาจะให้ยาบำรุงปลายประสาท กับคลื่นไส้ก็จาให้ยาแก้คลื่นไส้ก่อนฉีด สุดท้ายลงมาที่ศูนย์คีโม รับเอกสารชื่อยา ผลข้างเคียง ...มันคือยารักษามะเร็งไขกระดูก แล้วทำไมหมอไม่บอก มาบอกทีหลังว่ามะเร็งกับเนื้องอกก็เหมือนกัน ... สรุปคุณพ่อไม่ขอรับการรักษา คุณหมอพยายามทั้งพูดทั้งขู่ว่าลูกต้องรับสภาพคุณพ่อได้นะถ้าต่อไปจะเป็นยังงัย (ควรจะพูดมั๊ย) หลังจากยืนยันว่าไม่รักษาคุณหมอให้เซ็นต์เอกสารปฏิเสธการรักษาแล้วก็จบ ... ไม่มีแม้แต่คำแนะนำว่าควรปฏิบัติตัวหรือดูแลตัวอย่างไร ... จรรยาบรรณของหมอหายไปไหน ...,"Father examination with your doctor drill into the bone marrow, blood tests, a doctor said a bone marrow tumors. Treated by injection under the skin Side effects with only hands and feet to make tea tonic nerve endings. It's the antidote to nausea nausea before injection. Finally came the chemo center. Documents drug side effects ... It is a bone marrow cancer drugs. Why do not doctors tell Said later that the cancer tumor is the same ... The father did not seek treatment. You are trying to say that both children have been threatened if the father had to be Onge. (It should be said?) After confirming that no doctor to treat you signed papers to refuse treatment ... it's not even a suggestion that it should conduct or supervise the conduct of doctors ... and gone .. .",1
ท่านใดที่มาใช้บริการที่ตึกปิยะมหาราชการุณย์คือบุคคลที่ได้ทำบุญคะ คือทางโรงพยาบาลมีนโยบาล นำเงินไปช่วยผุ้ป่วยฝั่งศิริราชใหญ่คะ นั่นก้หมายความว่าถ้าคุณมาใช้บริการที่นี่นั่นก้หมายความว่าคุณได้ช่วยเหลือผุ้ป่วยฝั่งศิริราชใหญ่ด้วยคะ,If you are using the service at Chulalongkorn Building compassion is the person who merits it. The hospital is a government policy. Who put the money to help the patients at Siriraj big. That means that if I come to you here that I mean you get help for those patients at Siriraj large banks with it.,5
โรงพยาบาลดีค่ะแต่หัวหน้างานแผนกเวชภัณฑ์แย่มาก ชื่อนามกัตติกา สุขวรรย์ ไม่มีเหตุผลบังคับพนักงานใก้เซ็นลาออกไม่มีเหตุผลพนักงานขอย้ายก็ไม่ให้ย้าย ไปสมัครที่อื่นก็ตามไปราวีไม่ให้รับไม่ให้ทำถามว่าทำไมถึงเป็นได้ถึงขนาดนี้ทำเพื่อะำรที่ทำบายชีวิตของคนเหล่านั้นและครอบครัวของพวกเขาให้เดือดร้อนคนเป็นถึงหัวหน้างานแต่จิตใจอคติไม่มีคุณธรรม มนุษยธรรมก็ไม่มีเลือกมาเป็นหัวหน้างานได้อย่างไร ไม่มีใครมาตรวจสอบให้ความยุติธรรมแก่พวกเขาเหล่านั้นด้วยในแผนกเวชภัณฑ์ปลอดเชื้อสิ้นแล้วคนดีที่จะมาดำรงตำแหน่งหัวงาน ตอนนี้ร่ำรวยผิดปกตินิสัยใจคอก็ต่ำลงมีใครช่วยได้ที่จะให้ความเป็นธรรม,"But hospital supervisor Pharmaceuticals terrible. Name the Pleiades I Wanna's no reason to force workers to sign resignation shortest unreasonable to ask employees not to move. To apply even the harassment does not get to ask why this is not enough to do in order to aggravated process made by the lives of those people and their families that suffered as a supervisor, but that prejudice. morality Humanity was not selected as supervisors do. No one came to check out justice to them by the Pharmaceuticals Division sterile done well to hold the job. Now a wealthy eccentric character who is down can help to ensure fairness.",5
พยาบาลวอร์ดชั้น 13 โซน c บริการแย่มากๆ วันที่13-15 /9/15,Hospital Ward 13 service zones c poor 13-15 / 9/15.,1
มีการบริการที่ดี แต่ค่าบริการไม่ได้แพงเกินไปเลย ส่วนค่าหมอก็เช่นกัน เหมาะสมตามอาการที่ไปหาไม่ได้บวกเกินความเป็นจริง และยาก็ไม่ได้บวกเเพงเกินไปด้วย,"A good service But the service is not expensive at all. However, the doctor, too According to symptoms that are not positive than reality. And the drug is not positive, it is too dense, too.",4
สนจัยคนไข้ดีมาก ห้องน้ำสะอาดสุดๆ,Very patient care factors Super clean bathrooms,5
ดีมากคับแต่ค่ารักษาคอนข้างสูงมากน่าจะเบากว่านี้หน่อยคับ,"Very tight, but the treatment is very likely to erupt in the light of this quote.",4
พานอ้งชายไปรักษาอยู่2เดือน15วันหมอหรือพยาบาลดีมากคะ่,"Phan referring to treat male doctor or nurse within 2 months, 15 days, very good.",5
ชอบขั้นตอนการให้บริการและความใส่ใจของเจ้าหน้าที่/พยาบาลที่โรงพยาบาลนี้ค่ะ พวกโรคเฉพาะทางมีการนัดหมายเวลาล่วงหน้าพอไปถึงก้รอคิวไม่นาน การจ่ายเงิน/รอยาก้ไม่เกินสิบนาทีเป็นส่วนมาก รวมถึงคุณหมอก้เป็นผู้เชี่ยวชาญมาจากศิริราชด้วย ในส่วนของสถานที่ อันนี้ชอบเป็นพิเศษ ดูสะอาดเป็นระเบียนเป็นสัดส่วน ของกินหาทานง่าย การตกแต่งและบรรยากาศก้ไม่เหมือนโรงพยาบาล เหมือนโรงแรมซะมากกว่า ดูผ่อนคลาย ไม่เครียดดีค่ะ ในส่วนห้องผู่ป่วยใน โชคดีว่าได้ห้องวิวริมแม่น้ำ สวยมาก คนไข้อยู่แล้วไม่เครียดเลยค่ะ ที่จอดรถก้เพียงพอ มียามคอยดูให้ตลอดว่าตรงใหนว่างและยังจดเลขที่จอดให้กันลืมด้วย (อันนี้น่าจะเป็นปัญหาที่เจอกันบ่อย จอดละหารถไม่เจอ) ส่วนที่ต้องปรับปรุงตอนนี้ยังคิดไม่ออก โดยรวมๆแล้วประทับใจในโรงพยาบาลค่ะ,"Like the service and attention of the staff / nurses at the hospital now. The disease specialist with appointments in advance, enough time to'm not waiting long. Payment / Ack wait up to ten minutes for most. The doctor is an expert from Siriraj. In terms of location, This was particularly fond Clean record as a proportion Eat eat simple The decor and atmosphere, I do not like hospitals. It looks like a hotel than a good stress. The patient in room Fortunately, that has a river view room is pretty much the patient is not stress it. The park is enough You have to watch all the matches in the space, and also note the number of the park as well forget it. (This seems to be a problem frequently encountered. Car parking was not) the need to improve now have no idea. Overall I was impressed with the hospital here.",4
บริการดีมาก ครับ,Service is very good,5
เป็นคนไขัที่นี่ท้ังครอบครัว,"Aka people here, they're family.",5
อุ่นใจ สบายใจ เมื่อคนที่คุณทนุถนอม อย่างที่สุด อยู่ในความดูแลของ รพ.นี้ ผิดปกติ รีบมาทันที 92 แล้ว,People feel uncomfortable when you cherish the most is in charge of the hospital this unusual rush immediately 92.,5
โรงพยาบาลดีมากๆๆคะดีกว่าเอกชนบางที่อีกคุณภาพคุณหมอเยี่ยม,The hospital is very good but it is better than some of the other quality private medical visit.,5
ดีมากเลยค่ะ ทั้งการรักษาและด้านบริการค่ะ,"Very good, both to maintain and service it.",5
พยาบาลใจดีค่ะ ตึกเด็กอ่อน ตอนน้องเกิด ใจดีค่ะ ถึงจะรอนาน เเต่ก็สบายค่ะ อาหารอร่อยมาก,Hospital building benevolent my baby when I was going to have to wait a long time but it was comfortable. Very tasty food,5
ดีครับ!แต่ไม่จำเป็นไม่อยากเข้าครับ!,Good! I do not necessarily want to do!,5
รับบริการมา...โดยรวมประทับใจ,Service was overall impressed ....,4
ขาดที่จอดรถ,Lack of parking,4
กราบขอบคุณ รศ นพ ณัฐวุฒิ วงศ์ประภารัตน์มากๆ ค่ะอาจารย์เก่งมากค่ะ จนอยากให้ใครยังไม่เป็นโรคหัวใจรีบเป็นเลยค่ะ มีอาจารย์สุดยอดดูแลอยู่ที่ปิยราชมหาการุณย์ค่ะ,"Respectfully thank Prof. Dr. Nat Wong's books, Hughes them. I have very good teachers I do not want to be rushed into it heart disease. A lecturer at Chulalongkorn University's top administrator is not compassion.",4
มั่นใจในทีมแพทย์และงานบริการ ต้องที่นี่เลยค่ะ,Confidence in the medical team and services. I must here,4
บริการดี คุณหมอมีความสามารถ โรงพยาบาลมีบรรยากาศที่ดี,"You can have good service. The hospital has a great atmosphere,",5
หมอเก่งอันนี้ยอมรับ บริการดีมาก ดีกว่าที่อื่น หมอให้คำแนะนำ พูดจาดี สุภาพ,I do agree that this service is much better than the other. Doctor advises speak good English.,5
รักษามาก้อนานเพราะเห็นแก่แม่ แต่นับวันการบริการแย่ขึ้นเรื่อยๆ เจ้าหน้าที่ไม่สนใจเลย เอาแต่คุยๆๆๆๆ @ ตึก 72 ปี หน้าห้อง 111 พอถามถึงคิวการรักษา ก้ออ้างโน่นนี่ ปัดไปพ้นๆตัว ทำงานกันแบบนี้มันได้ห่วยแตก แต่ถ้าเป็นบุพการีคุณคงไม่เป็นแบบนี้ สงสารคนป่วย คนแก่กันบ้างนะ ไม่ใช่มาทำงานไปวันๆ เที่ยงก้อพัก เย็นก้อกลับ,"It was a treat for my mother. But nowadays the terrible service and more. Officials do not yet Always discuss any @ 72 Building Room 111 next year when asked about the queues for treatment. I think there is going to be knocked around a run like this, it stunk. If you are a parent, do not be this poor, sick people, elderly people, some not. Not to come to work every day at noon, I'm back to stay cool.",1
พยาบาลนัดหมอไว้ให้บ่ายสองวันที่14เดือนนี้ หวังว่าทุกสิ่งคงผ่านไปด้วยดี,"Hospital doctor's appointment that afternoon, the second day of the 14th month. Hopefully everything will go well.",4
ราคาไม่แพงเกินไป เทียบกับคุณภาพหมอที่ได้รับ น่าจะมีประชาสัมพันธให้มาก คนจะได้เข้าถึง แต่ก็รอตรวจนานมาก ยังดีกว่าเอกชนที่อื่นเยอะ ไม่พาณิชย์เกิน,"Affordable The quality received. There seems to be a lot of public relations. People can access But waiting too long Better yet, do so privately. Not too commercial",5
ช้ามาก กับระบบใหม่ คีย์ข้อมูลหลังหาหมอ เป็นครึ่ง ชม. รอจ่ายตัง บิลผิด รออีก เกิน 30 นาที คือไรค๊ะ ระบบแย่มาก สรุปเจอหมอ 10 นาที รอกว่าจะเสร็จเป็น 2 ชั่วโมง,"The new system is very slow, with key information to the doctor after a half hour wait to pay the bill gluten wait another 30 minutes, I was tired or was not terrible, waited 10 minutes to 2 hours to complete.",1
ดีมากคะยังไ ม่ไปเลยแต่คิดว่าดีแน่ๆๆคะเรารักสถาบันคะเยียมอยู่แล้วคะ,"I also did not go very well, but I think the good things that we already have institutions like spaces.",3
บริการประทับใจ ในทุกๆด้าน perfect,Excellent Service in every way perfect,5
น้องมังกรรักษาที่นี่เป็นประจำได้รับการดูแลอย่างดีเสมอ,Maintain that this dragon is always well taken care of.,4
คุณหมอพี่พยาบาลลลน่ารักกกกมากทุกคนคะโรงบาลสะอาดบริการดีเยี่ยม,"The doctor's nurse holding a cute kg Everyone hospital clean, excellent service.",5
เป็นสถานที่ผมไปบริจาคเลือดทุกครั้งที่ครบกำหนด สำหรับความรู้สึกส่วนตัว เจ้าหน้าที่ที่ปฎิบัติงานมีความน่ารักมาก ทั้งให้ความรู้และคำแนะนำที่เป็นประโยชน์แก่ผมอย่างมาก ขอบคุณนะครับ,"The place I went to donate blood whenever due. For personal feelings The officials who work there are very cute. The knowledge and advice that is useful to me, thank you very much.",5
แพงม๊ากๆๆ,Cheap than any other,5
วิธีการรักษาละเอียดมาก วัดปริมาณน้ำดื่ม และปริมาณปัสสาวะ,How to treat fine Measure the amount of water And the amount of urine,4
ดีมากคับแต่..ผมไม่อยากเข้าถ้าไม่จำเป็นคับ,But very tight.. I do not know if he does not need it.,3
อยากทราบเวลาเข้าเยี่ยมผู้ป่วยครับ พอดีอยุ่ต่างจังหสัดจะไปเยี่ยมคนป่วยทีส่งตัวไปรักษาต่อที รพ ศิริราช,"I know my time visiting patients. I do a lot of the heat is going to visit the sick, sent to Siriraj Hospital for treatment.",4
เป็นที่ดีมาก,A very good,4
คุณหมอครับ แฟนผมไปฉีดยาคุมมาหลังคลอดได้ประมาณ 2 อาทิตแล้วครับ แต่เหมือนมีประจำเดือนมาผิดปกติป่าวครับ,I went to my doctor's injection was paroled after about 2 to about it. But it's like a menstrual disorders.,1
ดีมากคร้า คุนพยาบาลกับคุนหมอเป็นมิตรกับคนไข้ดีค่ะ ชอบทีนี่ค่ะ:),Very nice extra Kun Kun nurses to doctors and patients is good. I like it here :),5
ได้ไปตรวจสุขภาพประจำปีมาค่ะ ขั่นตอนการตรวจละเอียด รอไม่นาน การบริการดี ประทับใจค่ะ พยาบาลให้คำแนะนำดีค่ะ ที่สำคัญ ราคาไม่แพงอย่างที่คิดเลยค่ะ คิดว่าคงมาใช้บริการนในครั้งต่อไปแน่ค่ะ,To have an annual health check comes in. Depolarized the step of waiting for the ambulance service impressed me good advice that I think is very affordable. I think to use the next time I am here.,4
เร็วดี พนง.น่ารัก แต่พยาบาลบางท่านเสียงแข็งเกิ๊น,Good speed holding. I love nursing but some claim the centreline.,5
ไม่ลองไม่รู้,Try not know,5
ผมอยากรู้ว่าอาการแพ้แอลกอฮอล์นี่สามารถรักษาได้รึป่าวคับ,I know that alcohol allergy can be treated just too tight.,5
น้าลำคารตอ้งมาน้งรอนานๆ,I want it to Carmi trunk rotation wait any longer.,2
ไฮโซมากๆ,Very High,5
มีคนดีมากฯ,It has been a very good year,3
สะอาด ร่มรื่นค่ะ,Clean shady here,5
บริการเยี่ยมมากๆพยาบาลสอบถามระเอียดดีจังคุณหมอก็ ให้คำแนะนำและรับฟังอาการคนไข้อย่างดี มาครั้งแรกก็ประทับใจจนอาการป่วยเหมือนจะหายได้เลย,"Excellent service, very nice little nurse Ask your doctor. Advise patient symptoms and get well. The first impression was so sick I will heal you.",5
เป็นสถานพยาบาลที่มีอาจารย์หมอเก่งๆ จากรพ.ศิริราชและบริการดีกว่ารพ.ดังๆแต่ค่ารักษาพยาบาลถูกกว่า,"The hospital has a staff of good doctors. From the hospital, Siriraj Hospital and better service. But the treatment was over.",4
ดีคราบ วิชาขีพจริงๆคราบขอบอก,Testing of the great stains stains really tell.,5
ดีมากมาก,Very good,5
รักษาสุขภาพที่นี่อยู่แล้ว,Health is already here,5
บริการช้ามากๆๆๆ[ผู้ที่ใช้บัตรทอง ต้องบริการตัวเอง,Service was very slow so [the gold card. To self-service,2
พาคนไปให้เลือดก็พูดจาดีนะพูดเหมือนเคย รู้จักมา10ปีเลย,"Take people to give blood, it's flattering to say the same. I have known for 10 years",5
บริการดีมากค่ะ,Very good service,1
อยากทราบเกี่ยวกับการรักษาการผ่าตัดหัวใจasdว่าค่าใช้จ่ายประมาณเท่าไรอยากทราบข้อมูลค่ะ,I know about acting asd heart surgery that costs about how much information you want.,3
เมื่อก่อนตรวจคลินิกนอกเวลาไม่ต้องเสียเงินเพิ่มเดี๋ยวนี้ต้องเสียเงินเพิ่มเช่นตรวจเลือดซึ่งทุกครั้งไม่เคยเสีย,"Clinical examination on time, do not waste more money now to pay extra every time, like a blood test, which is not always bad.",2
บริการดีเอาใจใส่คนไข้ดี,"Good service, good patient care",3
โรงพยาบาลศิริราชใหญ่มากสะอาดมากพาแม่ไปร้กษาโรคหัวใจคนไข้เยอะระหว่างเดินไปแต่ละตึกก็งงแล้วแพทย์ให้คำแนะนำดีมากค่ะ,"Siriraj Hospital is very large, very clean, ready to take her studies heart disease patients have to walk between the buildings was puzzled doctors then advised me very well.",2
บรรยากาศโอ่โถง การบริการทัดเทียมเอกชนเกรดAค่ะ,splendid atmosphere Grade A similar private services.,5
ไม่มีที่ติ ไนทุกๆเรื่อง perfect,Immaculate night everything perfect.,5
ระดับ ของผู้ใช้บริการ ที่บัตรทอง 30 บาทแตะไม่ได้.,The level of service at 30 baht gold cards is not touched.,1
ดีมากทั้งการรักษาและพยาบาลดูแล ตึกใหม่ สะอาด แพทย์เป็นอาจารย์แพทย์หมด และส่วนนึงของรายได้ก็ไปช่วยฝั่งศิริราชตึกเก่า,"Very good treatment and nursing care, building a new clean medical doctor out. And part of the proceeds went to help the Siriraj old building.",5
ผ่าตัดซีสครั้งแรกในชีวิต ทั้งแพทย์และพยาบาล รวมถึงพนักงานทุกท่าน รปภ. บริการดีเยี่ยมประทับใจมากคะ ปล. ตอนไปล้างแผลที่ร.พ เมโย พี่พยาบาลยังชมเลยคะ ว่าผ่าที่ไหนมามองไม่เห็นรอยแผลเลย คุณหมอเก่งจัง,"Surgical, Krzysztof first time in their lives. The doctors and nurses All staff, including security guards. The service is excellent, really impressed me. Now go clean the wound. It's Mayo Hospital to visit it. Where the fabric has an invisible scar. Dr. Wally's",5
เยียมมากถึงเขาจะช้าเเต่ต้องเข้าใจว่าโรงพยาบาลมันใหญ่ก็ต้องใช่เวลาเเละก็ถ้าพยาบาลบริการเเย่ก็ไม่ต้องเป็นห่วงเพราะเป็นบางคนที่บริการเเย่หนูก็เคยเจอเเล้วเเต่ไม่ให้เเม่เฝ้าเต่เขาก็ดูเเลดีนะค่ะ,"Epson much as he slowly but must understand that the hospital is large, it takes time, and do you care to serve Do not worry because some of the services I Do, I've found I'm talkies. SE State guard not to look after him good.",5
ดีมากค่ะคุงหมออัมพัน เฉลิมโชคเจริญเก่งมากใจดีมากค่ะพยาบาลน่ารักทุกคนบริการดีสมราคาประทับใจมากค่ะ^^,"Amber kun very good doctor. Chalermchoke grow very kind, very cute nurse every service at very reasonable prices ^^.",5
ดีทุกหย่างยกเว้นชั้น7นวดไทยประยุกต์เฉพาะจุดไม่ได้เรือ่งการบริการสุดยอดแย่ๆมาก100%เลยคะยังตอกอบรบพนักงานนวดอีกมากๆทิ้งคนใข้รอๆ10นาทีมีปากๆๆไว้อมนำ้ลายจะเปลียนคนนวดก็ไม่บอกอะไรให้นั้งรอคำตอบจากดินฟ้าอากาศสถานที่ดีมากแต่ตอ้งเปลียนการบริการตั้งแต่พาคนใข้ไปเข้าหอ้งนวดเลยทิ้งคนใข้ครำทางเดินไปเองหลังออกจากหอ้งตรวจทีจะมาใช้บริการเป็นครั้งที่2เฮ้ออีกนานกว่าจะโตเหมือนสถานที่เสียดายจริงๆๆทีไปเพราะเห็นใกล้บา้นเราและชอบสถานที่มากๆๆแต่เฮ้อ???,"Every divorce except Class 7 Massage Thailand practical point not matters Making service ultimate bad quite 100% yet it also nailed a battle masseuses many abandoned people aided Raๆ 10 minutes with my mouth around it with water. This will change the length of the massage did not say anything for seats awaiting an answer from the weather, the location is great, but requires the substitution of service since led the gain went to the referring massage that left a fever. the dance itself after the walk out of the examination referring to the service as a 2nd. The more than just a place to grow a shame really that close to the insane because we like the place very much, but Sigh ???",5
แม่ผ่าตัดเนื้องอกในสมองใช้สิทธ์30บาทขอบคุณแพทย์ทุกๆท่านที่รักษาแม่ด้วยใจและให้ชีวิตอันมีค่าของแม่คืนแก่ลูกๆ,Mother Cancer disqualified for 30 baht each to thank the doctors who treated her with love and the precious life of the mother to return the children.,1
น่าจะดี,Probably,3
บริการดีค่ะ,Good service,5
บริการดีมากเลยครับ,Very good service,5
บริการไม่ค่อยดี,Very good service,4
เยี่ยมมากๆเลยคะ,Great and good,5
บริการแย่มาก ดิฉันไปตรวจไม่สบายตัวร้อน เป้นหวัดจะอวก ต้องรออีก6 คิวอ่ะรอได้ ไปตรวจตะกี้ตอน5 ทุ่ม สรุปไม่ได้ตรวจ เพราะคิดว่าม่นาน ม่ได้ใช้บัตรจ่ายเงินสด แต่พยาบสลกับบอกกับแฟนดิฉันว่า บางคนต้องรอเป้นชม.ต่อคิว ละบอกว่าคนไข้เป้นเหี้นไรมากป่าว คือพุดจาหมาไม่แดก ดิฉันไม่สบายดิฉันทำงานเรียนมาทั้งวันเพื้อมารอคุณตรวจอีกกี่ชม.คือถ้ารอนานบางทีดิฉันก้ไม่ไหว รึเวลาไปตรวจต้องบอกว่าใกล้ตายคะ จะได้รีบตรวจ วันนี้ผิดหวังมากๆกับการบริการ ต้องขอโทษที่โมโห,"Terrible service went hot and uncomfortable. You'll just have to wait another 6 Blackhawks queue just waiting to be examined and did not conclude at 5 pm check. I think that not long Unused card cash But Yap's girlfriend told me that the slots. Some people just have to wait hour queues. Patients were told just how much I am Hia. Gardenia is not a dog's Riksdag I am not going to run around all day waiting for you to determine how many seconds instead of hours. If you wait too long, maybe I'm not. I need time to check that you are dying to look into this extremely disappointed with the service. Sorry to upset",1
เป็นที่พึ่งของประชาชนบริการเยี่ยม,"Reliance on public services, visit",5
ฉันให้ 5 ดาว บริการดี ตั้งแต่ รปภ. พนักงานเปล เคาน์เตอร์ โดยเฉพาะคุณพ่อพบหมอกระดูกประจำ: คุณหมอลิขิต ท่านน่ารักมาก โอภาปราศัยกับคนไข้ ญาติคนไข้ ดีมากๆ ประทับใจมากคะ,"I give 5 star service from the security guards. The counter staff crib Father of bone doctor: Dr. destined you love. Greet glinting with patients, relatives of patients very much appreciate it.",5
พาลูกสาวมาหาหมอที่นี่ทั้งที่ไกลบ้านมาก แต่กลับบ้านด้วยความสุขทุกครั้ง ขอบคุณมากๆค๊ะ,His daughter to a doctor here at home so far. But back home with joy every time. Thanks,5
ถึงจะแพงแต่รักษาหายก็ยอมครับอดีดthehart by sirirajเก่าครับ,But it would be expensive to cure it for good thehart by siriraj old.,5
เยี่ยมค่ะ,visit me,5
ดีทุกอย่างค่ะ. แต่ตอนนี้คุณพ่อรอเตียงที่ศิริราชยังไม่ได้ค่ะ. คุณพ่อไม่ดีเลยตอนนี้ จำอะไรๆก็ไม่ค่อยได้ อยากให้คุณหมอช่วยหน่อยค่ะ ตอนนี้นอนโรงบาลจะเป็นเดือนแล้วค่ะ. ช่วยหน่อยค่ะ,Everything is good here. But now my father waiting room at Siriraj not have it. Father is not good now. Remember what it was not I want you to help me. Now the government will spend a month ago. Help me,4
สอาดไม่แพงบริการดีใด้ทำบุญด้วยไปมาหลายครั้งแล้วจอดรถสบาย,"Good, clean, affordable services to people with back and forth several times and park comfortably.",5
ทั้งหมอและพยาบาลและบุคลกรบริการประทับใจมากไปมา4ครั้งแล้วทั้งที่รักษาด้วยบัตรทอง,The doctors and nurses and service personnel was very impressed to 4 times and then treated with either a gold card.,5
ดี,good,5
บริการดีสะอาดสะดวกปลอดภัย,"Good service, clean, safe",5
ผมขอบอกพี่น้องชาวไทยทั้งปวงได้เลยว่า ผมรู้สึกประทับใจในการให้บริการของ แพทย์และนักศึกษาแพทย์ รวมถึงผู้ให้บริการทุกท่านใจดีมีนำ้ใจให้บริการผมเป็นอย่างดี ผมซึงใจมากครับ และผมมีนำ้ตาไหลเมื่อหันไปเห็นรูป (ในหลวง) ก่อนกลับและดีใจที่สุดที่ได้เห็นและ สมเด็จรพระเทพฯ. ท่านเสด็จมาที่ ร.พ.ศิริราช ผมทรงทำความเคารพท่านด้วยนำ้ตาผมก็ไหลอีกครั้งครับ ผมขอให้พี่น้องชาวไทยจงรักกันไว้ให้มากฯ เถิดครับและจงภูมิใจที่ได้เกิดมาเป็นคนไทย ผมเพิ่งหัดเล่นfacebookไม่กี่วันเลยนะครับพิมพ์ผิดประการใดอภัยให้ผมด้วยนะครับ ต่างจังหวัดเข้ากรุงเทพฯ+จบ ป.6 ตก ป.4 ก่ออย่างนี้ละครับ กราบขออภัยจริงฯ นะครับ ขอบอกไป ร.พ.ยังไม่ค่อยถูกเลยนิ ถามเคาเอา แต่ยังไงก็ชอบ ร.พ.ศิริราช มากครับผม สวัสดี,"Let me tell you that all the people of Thailand. I was impressed by the service provider. Doctors and medical students The service provider can bring to mind a generous serving me very well. I am very impressed I have eyes and turned to see (King) back and glad to finally see. The Princess Maha Chakri Sirindhorn. You came to the. May. Siriraj I saluted him with his eyes, I was flowing again. I ask the people of Thailand are very loyal to the company. And let me proud to be born in Thailand. I just play a few days facebook me any wrong, forgive me too. Bangkok: Thailand's fighting. 6 fall. 4 before this one. Sorry it's really hard to say. May. I was not very new, but I asked him to drive. May. I'm very happy Siriraj.",1
สถานดี สะอาด ห้องพักไม่เปิดเผยชื่อคนไข้เพื่อความปลอดภัย,The clean room anonymized patient safety.,4
